key,default,es-ES
Command.wkmode.desc,Customize your wk image commands,
Command.wkmode.help.desc,Removes only one wk-image-modes,
Command.wkmode.help.name,help,
Command.wkmode.list.desc,List the setted wk-image-modes for an user,
Command.wkmode.list.name,list,
Command.wkmode.name,wkmode,
Command.wkmode.remove.desc,Removes only one wk-image-modes,
Command.wkmode.remove.name,remove,
Command.wkmode.set.desc,Replaces all your wk-image-modes with the ones provided,
Command.wkmode.set.name,set,
Command.wktrack.desc,Get the list of people that have played a specific song on this server,
Command.wktrack.name,wktrack,
Command.years.desc,Which year are your albums from?,
Command.years.name,years,
Command.yt.desc,Searches in Youtube inputted query or now playing song,
Command.yt.name,yt,
Option.add>>>wk-image-modes.desc,All modes to select to,
Option.affinity-threshold.desc,If a threshold is set it means that the artists below that threshold will be discarded for the comparison,
Option.affinity-threshold.name,affinity-threshold,
Option.album.name,album,
Option.albumbillboard>>>count.desc,You can also introduce a number to vary the number of tracks shown in the image. Defaults to 5,
Option.albuminfo>>>album.desc,"The album of the artist to query for, separated with -",
Option.albumpace>>>goal.desc,You can introduce a goal that will be the number of scrobbles that you want to obtain.,
Option.albums.desc,use albums,
Option.albums.name,albums,
Option.albums>>>filter.desc,You can also introduce the playcount to only show albums above that number of plays,
Option.albums>>>plays.desc,shows this with plays,
Option.alias.desc,New alias to add,
Option.alias.name,alias,
Option.all.name,all,
Option.aotd>>>list.desc,display it in an embed,
Option.aotd>>>start.desc,Decade to start the range,
Option.append.desc,add emotes to the currently existing list,
Option.append.name,append,
Option.artist-1.desc,1st artist,
Option.artist-1.name,artist-1,
Option.artist-2.desc,2nd artist,
Option.artist-2.name,artist-2,
Option.artist-3.desc,3rd artist,
Option.artist-3.name,artist-3,
Option.artist-4.desc,4th artist,
Option.artist-4.name,artist-4,
Option.artist-5.desc,5th artist,
Option.artist-5.name,artist-5,
Option.artist-threshold.desc,Changes the minimun number of plays required for an album to show on the artist command,
Option.artist-threshold.name,artist-threshold,
Option.artist.name,artist,
Option.artistcombo>>>myself.desc,same as `me`,
Option.artistcombo>>>start.desc,show the moment the streak started,
Option.artists>>>filter.desc,You can also introduce the playcount to only show artists above that number of plays,
Option.artists>>>global.desc,shows artist from all bot users instead of only from this server,
Option.artists>>>timeframe.desc,chart time-frame,
Option.aside.desc,show titles on the side,
Option.aside.name,aside,
Option.bandcamp.desc,only include spotify links,
Option.bandcamp.name,bandcamp,
Option.behind>>>filter.desc,You can also introduce a number to filter artist below that number,
Option.botstreaks>>>filter.desc,You can also introduce a number to only get streak with more than that number of plays.,
Option.botstreaks>>>server.desc,only include people in this server,
Option.botted.desc,show botted accounts in case you have the config show-botted disabled,
Option.botted.name,botted,
Option.botted>>>check.desc,check a flagged account,
Option.category.desc,disable all commands from the category of the command introduced,
Option.category.name,category,
Option.censor-covers.desc,Whether you want the bot to censor potentially nsfw album covers.,
Option.censor-covers.name,censor-covers,
Option.channel.name,channel,
Option.chart-mode.name,chart-mode,
Option.chart-options.desc,Specify some chart options that will apply as default for all your charts. Right now only --plays and --notitles,
Option.chart-options.name,chart-options,
Option.chart-size.desc,Size of the chart,
Option.chart-size.name,chart-size,
Option.chart>>>chart-mode.desc,"Set the mode for all charts. Keep in mind that if a server has a set value that will be prioritized.
		The possible values for the chart mode are the following:
			**Image**: Using the standard image format
			**Image-info**: Adds additional info to better identify the user of the chart
			**Image-aside**: Shows titles on the side of the chart
			**Image-aside-info**: Image Info and Aside Together
			**List**: Shows it on a embed
			**Pie**: Shows using a pie chart
			**Clear**: Sets the default mode",
Option.chart>>>chart-mode.desc,"Set the mode for all charts of all users in this server. While this is set any user configuration will be overridden.
		The possible values for the chart mode are the following:
			**Image**: Using the standard image format
			**Image-info**: Adds additional info to better identify the user of the chart
			**Image-aside**: Shows titles on the side of the chart
			**Image-aside-info**: Image Info and Aside Together
			**List**: Shows it on a embed
			**Pie**: Shows using a pie chart
			**Clear**: Sets the default mode",
Option.chart>>>global.desc,show ratings from all bot users instead of only from this server,
Option.chart>>>server.desc,show ratings from users only in this server,
Option.check.name,check,
Option.color.name,color,
Option.color>>>color.desc,sort by color,
Option.color>>>column.desc,sort column by column,
Option.color>>>inverse.desc,inverse the color ordering on the sorts that use color,
Option.color>>>linear.desc,sort line by line,
Option.colour.desc,"Input one or multiple by color name, by hex code (starting with # or 0x) or any other valid HTML color constructor like rgb(0,0,0)",
Option.colour.name,colour,
Option.colours-select.desc,Fill with a list of colours. Only if you have chosen colour mode,
Option.colours-select.name,colours-select,
Option.column.name,column,
Option.columns.name,columns,
Option.command-name.desc,The command to apply the action to,
Option.command-name.name,command-name,
Option.command.desc,name of the command to search,
Option.command.name,command,
Option.compare-user.desc,user to compare with,
Option.compare-user.name,compare-user,
Option.complete.desc,show all the commands on a huge embed,
Option.complete.name,complete,
Option.count.name,count,
Option.country.desc,Country must come in the full name format or in the ISO 3166-1 alpha-2/alpha-3 format,
Option.country.name,country,
Option.crowns-threshold.desc,A positive number that represent the minimum number of scrobbles for a crown to count,
Option.crowns-threshold.name,crowns-threshold,
Option.decade.desc,The decade to choose,
Option.decade.name,decade,
Option.deezer.desc,only include spotify links,
Option.deezer.name,deezer,
Option.delete-message.desc,Whether you want the bot to delete the original message the user wrote.,
Option.delete-message.name,delete-message,
Option.details>>>server.desc,only include urls from people in this server,
Option.disable.desc,disable the scrobbling functionalities,
Option.disable.name,disable,
Option.disabled-warning.desc,Whether you want the bot to show a warning when you try to run a disabled command.,
Option.disabled-warning.name,disabled-warning,
Option.distance.desc,You can set a distance to show crowns achievable within it,
Option.distance.name,distance,
Option.emote-emoji.desc,"If not emotes are provided, the reactions will be cleared
Emotes can be either server emotes or emojis.",
Option.emote-emoji.name,emote-emoji,
Option.enable.desc,enable the scrobbling functionalities,
Option.enable.name,enable,
Option.end.desc,Decade to end the range,
Option.end.name,end,
Option.exceptthis.desc,disable all commands from all categories ofs the command introduced,
Option.exceptthis.name,exceptthis,
Option.existing-artist.desc,Existing artist this new alias will point to,
Option.existing-artist.name,existing-artist,
Option.filter.name,filter,
Option.flag.desc,Flag to use,
Option.flag.name,flag,
Option.force.name,force,
Option.from-np.name,from-np,
Option.from.desc,From: date parsing,
Option.from.name,from,
Option.full.desc,in case of doing the image show first 100 songs in the image,
Option.full.name,full,
Option.genre-1.desc,1st genre,
Option.genre-1.name,genre-1,
Option.genre-2.desc,2nd genre,
Option.genre-2.name,genre-2,
Option.genre-3.desc,3rd genre,
Option.genre-3.name,genre-3,
Option.genre-4.desc,4th genre,
Option.genre-4.name,genre-4,
Option.genre-5.desc,5th genre,
Option.genre-5.name,genre-5,
Option.genre.desc,A genre can be specified or otherwise it defaults to the genre of your current track|album|artist according to last.fm,
Option.genre.name,genre,
Option.global.name,global,
Option.globalaffinity>>>number.desc,"You can also introduce a number to vary the number of plays needed to award a match, defaults to 30",
Option.globalbillboard>>>image.desc,show this as a chart,
Option.globalrecommendation>>>number.desc,"You can also introduce a number to vary the number of recommendations that you will receive, defaults to 1",
Option.goal.name,goal,
Option.group-selector.desc,Instead of selecting a specific unit you can select a group,
Option.group-selector.name,group-selector,
Option.help.desc,Writing **__help__** will give you a brief description of all the statistics that you include in the command,
Option.help.name,help,
Option.help>>>all.desc,DM you a list of all the commands with an explanation,
Option.help>>>all.desc,whether should include the help for one command or for all,
Option.hideprivate.desc,only shows public users,
Option.hideprivate.name,hideprivate,
Option.hours.desc,hours to seek in,
Option.hours.name,hours,
Option.image-notify.desc,"Whether you will get notified or not when a submitted image gets accepted (true = notify, false = don't)",
Option.image-notify.name,image-notify,
Option.image.name,image,
Option.index.desc,You need to specify the position of the track in the queue that you want to skip to.,
Option.index.name,index,
Option.input.desc,A search term or a link,
Option.input.name,input,
Option.inverse.name,inverse,
Option.join>>>channel.desc,Channel can be either the name of a channel or the id of the channel,
Option.lastfm-name.desc,lfm name of user to flag as botted,
Option.lastfm-name.name,lastfm-name,
Option.lastfm.name,lastfm,
Option.lfm-user.desc,The last.fm username you wish to link with your discord account,
Option.lfm-user.name,lfm-user,
Option.linear.name,linear,
Option.list.name,list,
Option.listeners.desc,"sort the list by listener count, not scrobbles",
Option.listeners.name,listeners,
Option.lyrics>>>song.desc,"The song of the artist to query for, separated with -",
Option.matching>>>number.desc,"You can also introduce a number to vary the number of plays needed to award a match, defaults to 1",
Option.mb.desc,use only musicbrainz tags,
Option.mb.name,mb,
Option.me.desc,only include author of the command,
Option.me.name,me,
Option.milestone.desc,The specific milestone you want to lookup,
Option.milestone.name,milestone,
Option.minutes.desc,minutes to seek in,
Option.minutes.name,minutes,
Option.mode.desc,mode to select,
Option.mode.name,mode,
Option.modes.desc,Whether the results will be shown grouped within the selector or not,
Option.modes.name,modes,
Option.modifier.desc,A number that modifies all the stats,
Option.modifier.name,modifier,
Option.multi-who-knows>>>from-np.desc,# of genres to fetch from np,
Option.multiwhoknows>>>from-np.desc,# of artists to fetch from np,
Option.musicbrainz.desc,fetch from spotify,
Option.musicbrainz.name,musicbrainz,
Option.myself.name,myself,
Option.new.desc,new,
Option.new.name,new,
Option.nobotted.desc,discard users that have been manually flagged as potentially botted accounts,
Option.nobotted.name,nobotted,
Option.nofirst.desc,show only the artists in which you are not first,
Option.nofirst.name,nofirst,
Option.nolimit.desc,make the chart as big as possible,
Option.nolimit.name,nolimit,
Option.noplays.desc,hide the plays,
Option.noplays.name,noplays,
Option.noratings.desc,not show ratings,
Option.noratings.name,noratings,
Option.noredirect.desc,not use autocorrections,
Option.noredirect.name,noredirect,
Option.notime.desc,not display time spent,
Option.notime.name,notime,
Option.notitles.desc,not display titles,
Option.notitles.name,notitles,
Option.np-modes.desc,List of all np-modes to set,
Option.np-modes.name,np-modes,
Option.np-modes1.desc,1st batch of np-modes,
Option.np-modes1.name,np-modes1,
Option.np-modes2.desc,2nd batch of np-modes,
Option.np-modes2.name,np-modes2,
Option.np-reactions.desc,Whether you want the bot to add reactions to nps in this server.,
Option.np-reactions.name,np-reactions,
Option.np>>>recent.desc,the last scrobble instead of the current scrobble,
Option.number-of-recs.desc,Indicates the number of recommendations allowed. Defaults to 1,
Option.number-of-recs.name,number-of-recs,
Option.number.name,number,
Option.obtain>>>spotify.desc,only include spotify links,
Option.operations.desc,The possible operations on the resulting image/embed,
Option.operations.name,operations,
Option.ordered.desc,sort by plays,
Option.ordered.name,ordered,
Option.override-color.desc,"Whether you want the server color to override the users colors or only use them when the user doesnt have any.
		The possible values for the color mode are the following:
			**Override**: Override all colors with the server colors
			**Empty**: Only overrides if the user doesnt have any color set",
Option.override-color.name,override-color,
Option.override-np-override.desc,"Whether you want the server reactions to override the users reactions, add to the user added or only use them when the user doesnt have any.
		The possible values for the override np mode are the following:
			**Override**: Override all reactions with the server reactions
			**Add**: Adds server reactions before the user reactions
			**Add-End**: Adds server reactions after the user reactions
			**Empty**: Only overrides if the user doesnt have any reaction set",
Option.override-np-override.name,override-np-override,
Option.overview>>>album.desc,The album for some modes,
Option.overview>>>artist.desc,The artist for some modes,
Option.overview>>>song.desc,The song for some modes,
Option.own-tags.desc,Setting this to true will mean that for the np command your own tags will be prioritized. (Need also to authorize the bot with `login`),
Option.own-tags.name,own-tags,
Option.pace>>>timeframe.desc,the timeframe to use,
Option.palette.desc,"A number which represent the palette to use.
If it is not indicated it defaults to a random palette",
Option.palette.name,palette,
Option.parameter.desc,Parameter for option,
Option.parameter.name,parameter,
Option.pie.desc,show it as a pie,
Option.pie.name,pie,
Option.playing>>>recent.desc,show last song from ALL users,
Option.plays.name,plays,
Option.plays>>>artist.desc,The artist written will be used or if no artist is provided the artist that you are currently listening to will be used,
Option.popularity>>>reverse.desc,sort by less popularity,
Option.prefix.desc,The prefix to use,
Option.prefix.name,prefix,
Option.pride>>>columns.desc,If number of columns is not specified it defaults to 5 columns,
Option.private-lastfm.desc,Setting this to true will mean that your last.fm name will stay private and will not be shared with anyone. (This is different from privacy settings since it affects commands within a server and not cross server),
Option.private-lastfm.name,private-lastfm,
Option.private-update.desc,"If you want others users to be able to update your account with a ping and the update command (true for making it private, false for it to be public)",
Option.private-update.name,private-update,
Option.query.desc,If you don't introduce a query it takes your now playing song as a parameter,
Option.query.name,query,
Option.rainbow>>>artist.desc,use artists instead of albums,
Option.rainbow>>>color.desc,sort by color instead of brightness,
Option.rainbow>>>column.desc,display rainbow column by column instead of in stair,
Option.rainbow>>>inverse.desc,show it black to white instead of white to black,
Option.rainbow>>>linear.desc,display the rainbow line by line instead of stair,
Option.rate>>>rating.desc,You should introduce a number to rate the given url,
Option.rating-notify.desc,"Whether you will get notified or not when a url you have submitted to the random command gets rated by someone else (true = notify, false = don't)",
Option.rating-notify.name,rating-notify,
Option.rating.name,rating,
Option.ratings>>>rating.desc,Value of the rating,
Option.recent.name,recent,
Option.recent>>>number.desc,"You can also introduce a number to vary the number of songs shown, defaults to 5, max 1000",
Option.refresh.desc,force an update on your obscurity score,
Option.refresh.name,refresh,
Option.refreshtracklist>>>force.desc,show all found options on spotify,
Option.refreshtracklist>>>lastfm.desc,fetch from spotify,
Option.refreshtracklist>>>spotify.desc,fetch from spotify,
Option.remaining-mode.name,remaining-mode,
Option.repeated.desc,gives you a repeated recommendation,
Option.repeated.name,repeated,
Option.rest>>>remaining-mode.desc,"Set the mode for all charts of the remaining images of the users in this server. While this is set any user configuration will be overridden
		The possible values for the rest of the commands are the following:
			**Image**: Using the standard image format
			**List**: Shows it on a embed
			**Pie**: Shows using a pie chart
			**Clear**: Sets the default mode",
Option.rest>>>remaining-mode.desc,"Set the mode for the rest of the commands. Keep in mind that if a server has a set value that will be prioritized.
		The possible values for the rest of the commands are the following:
			**Image**: Using the standard image format
			**List**: Shows it on a embed
			**Pie**: Shows using a pie chart
			**Clear**:| Sets the default mode",
Option.reverse.name,reverse,
Option.rows.desc,number of rows for the chart,
Option.rows.name,rows,
Option.scrobble-goal.desc,The total number of scrobbles you want to see,
Option.scrobble-goal.name,scrobble-goal,
Option.scrobbles.desc,"sort the top by scrobble count, not listeners",
Option.scrobbles.name,scrobbles,
Option.scrobbling.desc,Setting this to false will mean that whatever you play with the bot on a voice channel won't scrooble,
Option.scrobbling.name,scrobbling,
Option.search-phrase.desc,What you want to search for,
Option.search-phrase.name,search-phrase,
Option.search-term.desc,What you want to search for,
Option.search-term.name,search-term,
Option.secondonly.desc,only shows artist where you are second,
Option.secondonly.name,secondonly,
Option.seconds.desc,seconds to seek in,
Option.seconds.name,seconds,
Option.selector.desc,"You can either select all the members, a specific member,all subgroups, a specific subgroup,the main group or what is tagged as Misc.",
Option.selector.name,selector,
Option.server.name,server,
Option.serverreactions>>>check.desc,check the current reactions,
Option.set-on-join.desc,Whether the bot should automatically set all known users when they join your server.,
Option.set-on-join.name,set-on-join,
Option.set>>>wk-image-modes.desc,List of all wk-image-modes to set,
Option.shortest.desc,show the shortest songs first,
Option.shortest.name,shortest,
Option.show-botted.desc,Setting this to false will mean that you wont have to include --nobotted in the global commands to exclude accounts flagged as bots),
Option.show-botted.name,show-botted,
Option.size>>>columns.desc,number of columns for the chart,
Option.song.name,song,
Option.sort.desc,sort by popularity,
Option.sort.name,sort,
Option.soundcloud.desc,only include spotify links,
Option.soundcloud.name,soundcloud,
Option.specific-artist>>>list.desc,break it down by track,
Option.spotify.name,spotify,
Option.start.name,start,
Option.stats-select.desc,the values to select,
Option.stats-select.name,stats-select,
Option.stats-text.desc,the values to select,
Option.stats-text.name,stats-text,
Option.strict.desc,reduce the error range to make the color more accurate,
Option.strict.name,strict,
Option.tags>>>plays.desc,sort by scrobbles,
Option.target.desc,Whether the results contains info from all the server members or only the caller of the command.,
Option.target.name,target,
Option.threshold.desc,Use a threshold to require a set amount of plays for a crowns,
Option.threshold.name,threshold,
Option.time.desc,to sort by duration,
Option.time.name,time,
Option.timeframe.name,timeframe,
Option.timezone.desc,"The timezone can be written either as a abbreviate of the timezone (CET, PT...), the offset of the timezone (+01:00, -12:00...) or trying to write a representative of the timezone using the following format (Europe/Brussels,America/Los Angeles...)",
Option.timezone.name,timezone,
Option.titles.desc,display titles,
Option.titles.name,titles,
Option.to.desc,To: date parsing,
Option.to.name,to,
Option.today.desc,to not include the current day,
Option.today.name,today,
Option.toggle>>>all.desc,disable all commands from all categories of the command introduced,
Option.toggle>>>channel.desc,only does the toggle in this specific channel instead of in the whole server,
Option.top>>>album.desc,use albums,
Option.top>>>count.desc,You can also introduce a number to vary the number of genres shown in the pie. Defaults to 10,
Option.top>>>lastfm.desc,use lastfm tags instead of musicbrainz,
Option.top>>>myself.desc,show your top rated urls,
Option.tracks>>>filter.desc,You can also introduce the playcount to only show songs above that number of plays,
Option.tracks>>>plays.desc,sort by plays instead of the normal order,
Option.unexploredalbums>>>goal.desc,You can introduce a goal that will be the number of scrobbles that you want to obtain,
Option.unflag.desc,unflag a flagged account,
Option.unflag.name,unflag,
Option.unit-count.desc,Number that represents the number of periods of the specified timeframe,
Option.unit-count.name,unit-count,
Option.update>>>force.desc,reset all your scrobble data in the bot,
Option.url.desc,A url to an image. It can be a plain image or you can upload directly to discord using the command,
Option.url.name,url,
Option.user.desc,Who will be used for the command.,
Option.user.name,user,
Option.usestars.desc,show stars instead of numbers on global and server chart,
Option.usestars.name,usestars,
Option.value.desc,One of the possible configuration values,
Option.value.name,value,
Option.voice-announcement-channel.desc,"If set, the bot will send to this channel when a new song is started, as opposed to using the channel where the command was invoked.",
Option.voice-announcement-channel.name,voice-announcement-channel,
Option.voice-announcement-enabled.desc,Whether the bot should announce if it plays the next song or not,
Option.voice-announcement-enabled.name,voice-announcement-enabled,
Option.week.desc,show of the last week,
Option.week.name,week,
Option.week>>>image.desc,displays it as a bar chart,
Option.whoaudio>>>reverse.desc,sort by lowest to highest instead,
Option.whois>>>global.desc,make it global,
Option.whoknows-display>>>whoknows-mode.desc,"Set the mode for all charts. Keep in mind that if a server has a set value that will be prioritized.
		The possible values for the who knows mode are the following:
			**Image**: Using the standard image format
			**List**: Shows it on a embed
			**Pie**: Shows using a pie chart
			**Clear**: Sets the default mode",
Option.whoknows-mode.name,whoknows-mode,modo-whoknows
Option.whoknows>>>whoknows-mode.desc,"Set the mode for all who knows of all users in this server. While this is set any user configuration will be overridden.
		The possible values for the who knows mode are the following:
			**Image**: Using the standard image format
			**List**: Shows it on a embed
			**Pie**: Shows using a pie chart
			**Clear**: Sets the default mode","Configura el modo para todos los usuarios conocidos en este servidor. Mientras esto este configurado, sobreescribir�� cualquier configuraci��n de usuario. "
Option.wk-image-modes.name,wk-image-modes,modo-wk-imagen
Option.year.desc,If the year is not specified it defaults to the current year,"Si el año no esta especificado, el valor predeterminado es el a��o actual "
Option.year.name,year,año
Option.youtube.desc,only include spotify links,Solo incluír links de Spotify
Option.youtube.name,youtube,
